"round","datetime","home_team","away_team","home_goal","away_goal","season"
"1",2016-04-27 20:30:00,"Independente de Tucuruí - PA","Paysandu - PA",1,2,2016
"1",2016-04-30 17:00:00,"Paysandu - PA","Independente de Tucuruí - PA",2,0,2016
"1",2016-05-14 17:00:00,"Gama - DF","América - RN",1,0,2016
"1",2016-05-25 19:15:00,"América - RN","Gama - DF",3,2,2016
"2",2016-05-03 21:30:00,"Bragantino - SP","Avaí - SC",1,0,2016
"2",2016-05-10 21:30:00,"Avaí - SC","Bragantino - SP",1,1,2016
"2",2016-05-04 19:30:00,"Ferroviária - SP","Fluminense - RJ",3,3,2016
"2",2016-05-12 21:30:00,"Fluminense - RJ","Ferroviária - SP",3,0,2016
"2",2016-05-04 21:45:00,"Fortaleza - CE","Flamengo - RJ",2,1,2016
"2",2016-05-18 21:45:00,"Flamengo - RJ","Fortaleza - CE",1,2,2016
"2",2016-05-05 21:30:00,"Genus - RO","Ponte Preta - SP",0,1,2016
"2",2016-05-12 21:30:00,"Ponte Preta - SP","Genus - RO",3,0,2016
"2",2016-05-10 21:30:00,"Londrina - PR","Cruzeiro - MG",0,2,2016
"2",2016-05-11 19:30:00,"Sampaio Correa - MA","Figueirense - SC",1,2,2016
"2",2016-07-06 19:30:00,"Figueirense - SC","Sampaio Correa - MA",1,0,2016
"2",2016-05-11 19:30:00,"Paraná - PR","Chapecoense - SC",2,1,2016
"2",2016-05-18 19:30:00,"Chapecoense - SC","Paraná - PR",2,0,2016
"2",2016-05-11 19:30:00,"Juventude - RS","Coritiba - PR",1,0,2016
"2",2016-05-19 19:15:00,"Coritiba - PR","Juventude - RS",2,2,2016
"2",2016-05-11 19:30:00,"Joinville - SC","Ceará - CE",0,1,2016
"2",2016-05-17 19:15:00,"Ceará - CE","Joinville - SC",1,0,2016
"2",2016-05-11 19:30:00,"Galvez - AC","Santos - SP",0,3,2016
"2",2016-05-11 20:30:00,"Ríver - PI","Botafogo - PB",0,1,2016
"2",2016-05-18 20:30:00,"Botafogo - PB","Ríver - PI",1,0,2016
"2",2016-05-11 20:30:00,"Ypiranga - RS","Aparecidense - GO",3,1,2016
"2",2016-05-19 21:30:00,"Aparecidense - GO","Ypiranga - RS",2,1,2016
"2",2016-05-11 21:30:00,"Dom Bosco - MT","Atlético - PR",2,2,2016
"2",2016-05-18 19:30:00,"Atlético - PR","Dom Bosco - MT",5,0,2016
"2",2016-05-11 21:45:00,"Crb - AL","Vasco da Gama - RJ",0,1,2016
"2",2016-05-18 19:30:00,"Vasco da Gama - RJ","Crb - AL",1,1,2016
"2",2016-05-11 21:45:00,"Vitória da Conquista - BA","Santa Cruz - PE",0,2,2016
"2",2016-05-11 21:45:00,"América - MG","Bahia - BA",0,0,2016
"2",2016-05-18 21:45:00,"Bahia - BA","América - MG",0,1,2016
"2",2016-05-11 21:45:00,"Portuguesa - SP","Vitória - BA",0,0,2016
"2",2016-05-19 21:30:00,"Vitória - BA","Portuguesa - SP",3,1,2016
"2",2016-05-12 19:15:00,"Juazeirense - BA","Botafogo - RJ",1,2,2016
"2",2016-05-19 21:30:00,"Botafogo - RJ","Juazeirense - BA",1,0,2016
"2",2016-05-17 19:15:00,"Operario - PR","Paysandu - PA",1,0,2016
"2",2016-07-06 19:30:00,"Paysandu - PA","Operario - PR",2,0,2016
"2",2016-06-01 19:30:00,"Gama - DF","ABC - RN",1,1,2016
"2",2016-06-15 20:30:00,"ABC - RN","Gama - DF",1,1,2016
"3",2016-07-06 21:45:00,"Vitória - BA","Cruzeiro - MG",1,2,2016
"3",2016-07-20 21:45:00,"Cruzeiro - MG","Vitória - BA",2,1,2016
"3",2016-07-06 21:45:00,"Fluminense - RJ","Ypiranga - RS",1,1,2016
"3",2016-07-27 21:45:00,"Ypiranga - RS","Fluminense - RJ",0,2,2016
"3",2016-07-07 21:00:00,"América - MG","Fortaleza - CE",1,0,2016
"3",2016-07-28 21:00:00,"Fortaleza - CE","América - MG",4,1,2016
"3",2016-07-13 19:30:00,"Figueirense - SC","Ponte Preta - SP",0,0,2016
"3",2016-07-27 19:30:00,"Ponte Preta - SP","Figueirense - SC",5,0,2016
"3",2016-07-13 19:30:00,"Bragantino - SP","Botafogo - RJ",2,2,2016
"3",2016-07-27 19:30:00,"Botafogo - RJ","Bragantino - SP",1,0,2016
"3",2016-07-13 21:45:00,"Botafogo - PB","Ceará - CE",3,0,2016
"3",2016-07-20 19:30:00,"Ceará - CE","Botafogo - PB",0,0,2016
"3",2016-07-13 21:45:00,"Vasco da Gama - RJ","Santa Cruz - PE",1,1,2016
"3",2016-07-20 21:45:00,"Santa Cruz - PE","Vasco da Gama - RJ",2,3,2016
"3",2016-07-20 19:30:00,"Juventude - RS","Paysandu - PA",0,0,2016
"3",2016-07-27 19:30:00,"Paysandu - PA","Juventude - RS",1,2,2016
"3",2016-07-20 21:45:00,"Gama - DF","Santos - SP",0,0,2016
"3",2016-07-27 21:45:00,"Santos - SP","Gama - DF",3,0,2016
"3",2016-07-21 21:00:00,"Atlético - PR","Chapecoense - SC",0,0,2016
"3",2016-07-27 19:30:00,"Chapecoense - SC","Atlético - PR",1,1,2016
"4",2016-08-24 19:30:00,"Santos - SP","Vasco da Gama - RJ",3,1,2016
"4",2016-09-21 21:45:00,"Vasco da Gama - RJ","Santos - SP",2,2,2016
"4",2016-08-24 19:30:00,"Atlético - PR","Grêmio - RS",0,1,2016
"4",2016-09-21 19:30:00,"Grêmio - RS","Atlético - PR",0,1,2016
"4",2016-08-24 21:45:00,"São Paulo - SP","Juventude - RS",1,2,2016
"4",2016-09-22 21:30:00,"Juventude - RS","São Paulo - SP",0,1,2016
"4",2016-08-24 21:45:00,"Atlético - MG","Ponte Preta - SP",1,1,2016
"4",2016-09-21 19:30:00,"Ponte Preta - SP","Atlético - MG",2,2,2016
"4",2016-08-31 19:30:00,"Palmeiras - SP","Botafogo - PB",3,0,2016
"4",2016-09-21 19:30:00,"Botafogo - PB","Palmeiras - SP",1,0,2016
"4",2016-08-31 21:45:00,"Fluminense - RJ","Corinthians - SP",1,1,2016
"4",2016-09-21 21:45:00,"Corinthians - SP","Fluminense - RJ",1,0,2016
"4",2016-08-31 21:45:00,"Internacional - RS","Fortaleza - CE",3,0,2016
"4",2016-09-22 19:15:00,"Fortaleza - CE","Internacional - RS",1,0,2016
"4",2016-09-01 20:00:00,"Botafogo - RJ","Cruzeiro - MG",2,5,2016
"4",2016-09-21 21:45:00,"Cruzeiro - MG","Botafogo - RJ",1,0,2016
"5",2016-09-28 19:30:00,"Atlético - MG","Juventude - RS",1,0,2016
"5",2016-10-19 19:30:00,"Juventude - RS","Atlético - MG",1,0,2016
"5",2016-09-28 19:30:00,"Santos - SP","Internacional - RS",2,1,2016
"5",2016-10-19 19:30:00,"Internacional - RS","Santos - SP",2,0,2016
"5",2016-09-28 21:45:00,"Grêmio - RS","Palmeiras - SP",2,1,2016
"5",2016-10-19 21:45:00,"Palmeiras - SP","Grêmio - RS",1,1,2016
"5",2016-09-28 21:45:00,"Corinthians - SP","Cruzeiro - MG",2,1,2016
"5",2016-10-19 21:45:00,"Cruzeiro - MG","Corinthians - SP",4,2,2016
"6",2016-10-26 21:45:00,"Internacional - RS","Atlético - MG",1,2,2016
"6",2016-11-02 21:45:00,"Atlético - MG","Internacional - RS",2,2,2016
"6",2016-10-26 21:45:00,"Cruzeiro - MG","Grêmio - RS",0,2,2016
"6",2016-11-02 21:45:00,"Grêmio - RS","Cruzeiro - MG",0,0,2016
"7",2016-11-23 21:45:00,"Atlético - MG","Grêmio - RS",1,3,2016
"7",2016-12-07 21:45:00,"Grêmio - RS","Atlético - MG",1,1,2016
"1",2017-02-08 17:00:00,"Murici - AL","Juventude - RS",3,1,2017
"1",2017-02-08 19:15:00,"Vitória da Conquista - BA","Coritiba - PR",1,1,2017
"1",2017-02-08 19:30:00,"Luziânia - DF","Vitória - BA",0,2,2017
"1",2017-02-08 19:30:00,"Campinense - PB","Ponte Preta - SP",0,2,2017
"1",2017-02-08 20:30:00,"Ferroviária - SP","Asa - AL",1,1,2017
"1",2017-02-08 20:30:00,"São Bento - SP","Paraná - PR",1,1,2017
"1",2017-02-08 20:30:00,"Pstc - PR","Ypiranga - RS",2,1,2017
"1",2017-02-08 20:30:00,"Audax - SP","América de Natal - RN",1,0,2017
"1",2017-02-08 21:30:00,"São Raimundo - RR","Boa - MG",0,2,2017
"1",2017-02-08 21:30:00,"Rondoniense - RO","Cuiabá - MT",0,2,2017
"1",2017-02-08 21:30:00,"Altos - PI","Crb - AL",2,0,2017
"1",2017-02-08 21:30:00,"S.francisco - PA","Botafogo - PB",3,0,2017
"1",2017-02-08 21:30:00,"Gurupi - TO","Londrina - PR",2,1,2017
"1",2017-02-08 21:30:00,"7 de Setembro - MS","Ríver - PI",1,0,2017
"1",2017-02-08 21:45:00,"Caldense - MG","Corinthians - SP",0,1,2017
"1",2017-02-08 22:30:00,"Csa - AL","Sport - PE",1,4,2017
"1",2017-02-08 23:30:00,"Atlético - AC","América - MG",0,2,2017
"1",2017-02-09 19:15:00,"São José - RS","Sampaio Correa - MA",1,1,2017
"1",2017-02-09 21:00:00,"Peixe da Amazonia - AP","Vasco da Gama - RJ",0,2,2017
"1",2017-02-09 21:30:00,"Moto Club - MA","São Paulo - SP",0,1,2017
"1",2017-02-15 16:00:00,"Boavista - RJ","Ceará - CE",1,0,2017
"1",2017-02-15 16:00:00,"Ceilândia - DF","Abc - RN",1,1,2017
"1",2017-02-15 19:15:00,"Anápolis - GO","Bragantino - SP",0,0,2017
"1",2017-02-15 19:15:00,"Desportiva - ES","Avaí - SC",1,2,2017
"1",2017-02-15 20:30:00,"Urt - MG","Luverdense - MT",1,2,2017
"1",2017-02-15 20:30:00,"Friburguense - RJ","Oeste - SP",0,1,2017
"1",2017-02-15 20:45:00,"Comercial - MS","Joinville - SC",0,1,2017
"1",2017-02-15 21:30:00,"Uniclinic - CE","Portuguesa - SP",1,2,2017
"1",2017-02-15 21:30:00,"São Raimundo - PA","Fortaleza - CE",2,1,2017
"1",2017-02-15 21:30:00,"Itabaiana - SE","Goiás - GO",2,4,2017
"1",2017-02-15 21:45:00,"Volta Redonda - RJ","Cruzeiro - MG",1,2,2017
"1",2017-02-15 21:45:00,"Globo - RN","Fluminense - RJ",2,5,2017
"1",2017-02-15 21:45:00,"Princesa do Solimões - AM","Internacional - RS",0,2,2017
"1",2017-02-15 22:30:00,"Guarani de Juazeiro - CE","Náutico - PE",1,0,2017
"1",2017-02-15 23:30:00,"Rio Branco - AC","Figueirense - SC",1,0,2017
"1",2017-02-16 16:00:00,"Santo André - SP","Criciúma - SC",0,1,2017
"1",2017-02-16 19:15:00,"Brusque - SC","Remo - PA",2,1,2017
"1",2017-02-16 21:30:00,"Sinop - MT","Salgueiro - PE",1,0,2017
"1",2017-02-16 21:30:00,"Sergipe - SE","Bahia - BA",0,2,2017
"1",2017-02-16 22:30:00,"Fast Clube - AM","Vila Nova - GO",1,1,2017
"2",2017-02-22 16:00:00,"Murici - AL","América - MG",0,0,2017
"2",2017-02-22 19:30:00,"Criciúma - SC","Altos - PI",2,2,2017
"2",2017-02-22 19:30:00,"Vitória - BA","Bragantino - SP",3,2,2017
"2",2017-02-22 19:30:00,"Portuguesa - SP","Boavista - RJ",0,2,2017
"2",2017-02-22 21:45:00,"Sport - PE","7 de Setembro - MS",3,0,2017
"2",2017-02-22 21:45:00,"Cruzeiro - MG","S.francisco - PA",6,0,2017
"2",2017-02-22 21:45:00,"Internacional - RS","Oeste - SP",4,1,2017
"2",2017-02-23 21:30:00,"Coritiba - PR","Asa - AL",0,2,2017
"2",2017-03-01 19:30:00,"Pstc - PR","São Paulo - SP",2,4,2017
"2",2017-03-01 19:30:00,"Sinop - MT","Fluminense - RJ",1,3,2017
"2",2017-03-01 19:30:00,"Joinville - SC","São Raimundo - PA",1,0,2017
"2",2017-03-01 19:30:00,"Avaí - SC","Luverdense - MT",1,1,2017
"2",2017-03-01 19:30:00,"Abc - RN","Audax - SP",1,1,2017
"2",2017-03-01 20:30:00,"Gurupi - TO","Rio Branco - AC",2,0,2017
"2",2017-03-01 20:30:00,"Sampaio Correa - MA","Guarani de Juazeiro - CE",2,0,2017
"2",2017-03-01 21:45:00,"Brusque - SC","Corinthians - SP",0,0,2017
"2",2017-03-01 21:45:00,"Boa - MG","Goiás - GO",0,0,2017
"2",2017-03-01 21:45:00,"Vila Nova - GO","Vasco da Gama - RJ",1,2,2017
"2",2017-03-02 19:30:00,"Ponte Preta - SP","Cuiabá - MT",1,1,2017
"2",2017-03-08 19:30:00,"Paraná - PR","Bahia - BA",2,0,2017
"3",2017-03-08 19:30:00,"Goiás - GO","Cuiabá - MT",4,0,2017
"3",2017-03-16 21:30:00,"Cuiabá - MT","Goiás - GO",1,1,2017
"3",2017-03-08 19:30:00,"São Paulo - SP","Abc - RN",3,1,2017
"3",2017-03-15 19:30:00,"Abc - RN","São Paulo - SP",1,1,2017
"3",2017-03-08 20:30:00,"Joinville - SC","Gurupi - TO",3,1,2017
"3",2017-03-15 20:30:00,"Gurupi - TO","Joinville - SC",1,0,2017
"3",2017-03-08 21:45:00,"Boavista - RJ","Sport - PE",0,3,2017
"3",2017-03-15 21:45:00,"Sport - PE","Boavista - RJ",1,0,2017
"3",2017-03-08 21:45:00,"Murici - AL","Cruzeiro - MG",0,2,2017
"3",2017-03-15 21:45:00,"Cruzeiro - MG","Murici - AL",3,0,2017
"3",2017-03-08 21:45:00,"Sampaio Correa - MA","Internacional - RS",1,4,2017
"3",2017-03-15 21:45:00,"Internacional - RS","Sampaio Correa - MA",3,0,2017
"3",2017-03-09 19:15:00,"Vasco da Gama - RJ","Vitória - BA",1,1,2017
"3",2017-03-16 19:30:00,"Vitória - BA","Vasco da Gama - RJ",1,0,2017
"3",2017-03-09 19:15:00,"Criciúma - SC","Fluminense - RJ",1,1,2017
"3",2017-03-15 19:30:00,"Fluminense - RJ","Criciúma - SC",3,2,2017
"3",2017-03-09 21:30:00,"Luverdense - MT","Corinthians - SP",0,2,2017
"3",2017-03-16 19:30:00,"Corinthians - SP","Luverdense - MT",1,1,2017
"3",2017-03-16 21:30:00,"Asa - AL","Paraná - PR",0,0,2017
"3",2017-04-05 20:30:00,"Paraná - PR","Asa - AL",0,0,2017
"4",2017-04-12 21:45:00,"Sport - PE","Joinville - SC",2,1,2017
"4",2017-04-19 21:45:00,"Joinville - SC","Sport - PE",2,1,2017
"4",2017-04-12 21:45:00,"Internacional - RS","Corinthians - SP",1,1,2017
"4",2017-04-19 21:45:00,"Corinthians - SP","Internacional - RS",1,1,2017
"4",2017-04-13 19:15:00,"Vitória - BA","Paraná - PR",0,2,2017
"4",2017-04-19 19:30:00,"Paraná - PR","Vitória - BA",0,0,2017
"4",2017-04-13 21:30:00,"Goiás - GO","Fluminense - RJ",2,1,2017
"4",2017-04-19 21:45:00,"Fluminense - RJ","Goiás - GO",3,0,2017
"4",2017-04-13 21:30:00,"São Paulo - SP","Cruzeiro - MG",0,2,2017
"4",2017-04-19 19:30:00,"Cruzeiro - MG","São Paulo - SP",1,2,2017
"5",2017-04-26 19:30:00,"Santos - SP","Paysandu - PA",2,0,2017
"5",2017-05-10 21:45:00,"Paysandu - PA","Santos - SP",1,3,2017
"5",2017-04-26 21:45:00,"Botafogo - RJ","Sport - PE",2,1,2017
"5",2017-05-31 21:45:00,"Sport - PE","Botafogo - RJ",1,1,2017
"5",2017-05-03 21:45:00,"Cruzeiro - MG","Chapecoense - SC",1,0,2017
"5",2017-06-01 21:30:00,"Chapecoense - SC","Cruzeiro - MG",0,0,2017
"5",2017-05-10 19:30:00,"Flamengo - RJ","Atlético - GO",0,0,2017
"5",2017-05-24 21:45:00,"Atlético - GO","Flamengo - RJ",1,2,2017
"5",2017-05-10 21:45:00,"Santa Cruz - PE","Atlético - PR",0,0,2017
"5",2017-05-31 19:30:00,"Atlético - PR","Santa Cruz - PE",2,0,2017
"5",2017-05-17 21:45:00,"Grêmio - RS","Fluminense - RJ",3,1,2017
"5",2017-05-31 19:30:00,"Fluminense - RJ","Grêmio - RS",0,2,2017
"5",2017-05-17 21:45:00,"Palmeiras - SP","Internacional - RS",1,0,2017
"5",2017-05-31 21:45:00,"Internacional - RS","Palmeiras - SP",2,1,2017
"5",2017-05-24 21:45:00,"Paraná - PR","Atlético - MG",3,2,2017
"5",2017-05-31 21:45:00,"Atlético - MG","Paraná - PR",2,0,2017
"6",2017-06-28 19:30:00,"Grêmio - RS","Atlético - PR",4,0,2017
"6",2017-07-27 21:45:00,"Atlético - PR","Grêmio - RS",2,3,2017
"6",2017-06-28 21:45:00,"Palmeiras - SP","Cruzeiro - MG",3,3,2017
"6",2017-07-26 21:45:00,"Cruzeiro - MG","Palmeiras - SP",1,1,2017
"6",2017-06-28 21:45:00,"Flamengo - RJ","Santos - SP",2,0,2017
"6",2017-07-26 21:45:00,"Santos - SP","Flamengo - RJ",4,2,2017
"6",2017-06-29 19:30:00,"Atlético - MG","Botafogo - RJ",1,0,2017
"6",2017-07-26 19:30:00,"Botafogo - RJ","Atlético - MG",3,0,2017
"7",2017-08-16 21:45:00,"Botafogo - RJ","Flamengo - RJ",0,0,2017
"7",2017-08-23 21:45:00,"Flamengo - RJ","Botafogo - RJ",1,0,2017
"7",2017-08-16 21:45:00,"Grêmio - RS","Cruzeiro - MG",1,0,2017
"7",2017-08-23 21:45:00,"Cruzeiro - MG","Grêmio - RS",1,0,2017
"8",2017-09-07 21:45:00,"Flamengo - RJ","Cruzeiro - MG",1,1,2017
"8",2017-09-27 21:45:00,"Cruzeiro - MG","Flamengo - RJ",0,0,2017
"1",2018-01-30 20:00:00,"Vitória da Conquista - BA","Boa - MG",0,0,2018
"1",2018-01-30 21:30:00,"Caxias - RS","Atlético - PR",0,0,2018
"1",2018-01-31 16:00:00,"Nova Iguaçu - RJ","Bragantino - SP",1,1,2018
"1",2018-01-31 19:30:00,"Boavista - RJ","Internacional - RS",1,1,2018
"1",2018-01-31 19:30:00,"Caldense - MG","Fluminense - RJ",0,1,2018
"1",2018-01-31 20:00:00,"Aimoré - RS","Cuiabá - MT",1,2,2018
"1",2018-01-31 20:00:00,"Tubarão - SC","América - RN",2,0,2018
"1",2018-01-31 20:30:00,"Uberlândia - MG","Ituano - SP",2,0,2018
"1",2018-01-31 21:30:00,"Itabaiana - SE","Joinville - SC",0,1,2018
"1",2018-01-31 21:30:00,"Treze - PB","Figueirense - SC",0,2,2018
"1",2018-01-31 21:30:00,"Cordino - MA","Náutico - PE",1,1,2018
"1",2018-01-31 21:30:00,"Floresta - CE","Botafogo - PB",0,2,2018
"1",2018-01-31 21:30:00,"Interporto - TO","Juventude - RS",0,0,2018
"1",2018-01-31 21:30:00,"Novoperario - MS","Salgueiro - PE",2,3,2018
"1",2018-01-31 21:30:00,"Independente - PA","Sampaio Correa - MA",0,1,2018
"1",2018-01-31 21:45:00,"Madureira - RJ","São Paulo - SP",0,1,2018
"1",2018-01-31 22:00:00,"Real Desportivo - RO","Londrina - PR",0,1,2018
"1",2018-01-31 22:30:00,"Fluminense de Feira - BA","Santa Cruz - PE",2,0,2018
"1",2018-02-01 19:15:00,"Urt - MG","Paraná - PR",1,1,2018
"1",2018-02-01 21:30:00,"Novo Hamburgo - RS","Paysandu - PA",2,1,2018
"1",2018-02-06 19:15:00,"Nacional - AM","Ponte Preta - SP",0,0,2018
"1",2018-02-06 20:15:00,"Brasiliense - DF","Oeste - SP",1,1,2018
"1",2018-02-06 20:30:00,"Inter de Limeira - SP","Rio Branco - AC",1,0,2018
"1",2018-02-06 21:30:00,"Aparecidense - GO","Botafogo - RJ",2,1,2018
"1",2018-02-07 16:00:00,"Ceilândia - DF","Avaí - SC",2,3,2018
"1",2018-02-07 16:30:00,"Atletico - ES","Remo - PA",0,2,2018
"1",2018-02-07 17:00:00,"Altos - PI","Atlético - GO",2,1,2018
"1",2018-02-07 19:30:00,"Santos - AP","Sport - PE",1,2,2018
"1",2018-02-07 19:30:00,"Globo - RN","Vitória - BA",0,2,2018
"1",2018-02-07 19:30:00,"São Caetano - SP","Criciúma - SC",1,1,2018
"1",2018-02-07 19:30:00,"Parnahyba - PI","Coritiba - PR",1,1,2018
"1",2018-02-07 20:30:00,"Cianorte - PR","Abc - RN",2,0,2018
"1",2018-02-07 21:30:00,"Corumbaense - MS","Asa - AL",1,0,2018
"1",2018-02-07 21:30:00,"Sinop - MT","Goiás - GO",0,1,2018
"1",2018-02-07 21:30:00,"União de Rondonópolis - MT","Crb - AL",1,3,2018
"1",2018-02-07 21:30:00,"Ferroviário - CE","Confiança - SE",2,1,2018
"1",2018-02-07 21:45:00,"Atlético - AC","Atlético - MG",1,1,2018
"1",2018-02-07 21:45:00,"Brusque - SC","Ceará - CE",0,1,2018
"1",2018-02-07 22:30:00,"Manaus - AM","Csa - AL",2,2,2018
"1",2018-02-07 22:30:00,"São Raimundo - RR","Vila Nova - GO",0,1,2018
"2",2018-02-14 22:30:00,"Fluminense de Feira - BA","Náutico - PE",0,1,2018
"2",2018-02-15 19:15:00,"Vitória - BA","Corumbaense - MS",3,0,2018
"2",2018-02-15 19:15:00,"Fluminense - RJ","Salgueiro - PE",5,0,2018
"2",2018-02-15 19:15:00,"Sport - PE","Ferroviário - CE",3,3,2018
"2",2018-02-15 21:30:00,"Csa - AL","São Paulo - SP",0,2,2018
"2",2018-02-15 21:30:00,"Novo Hamburgo - RS","Crb - AL",1,1,2018
"2",2018-02-21 19:30:00,"Atlético - PR","Tubarão - SC",5,4,2018
"2",2018-02-21 19:30:00,"Remo - PA","Internacional - RS",1,2,2018
"2",2018-02-21 19:30:00,"Londrina - PR","Ceará - CE",1,2,2018
"2",2018-02-21 20:30:00,"Goiás - GO","Boa - MG",0,0,2018
"2",2018-02-21 20:30:00,"Bragantino - SP","Altos - PI",1,0,2018
"2",2018-02-21 20:30:00,"Criciúma - SC","Cianorte - PR",1,1,2018
"2",2018-02-21 20:30:00,"Figueirense - SC","Oeste - SP",2,1,2018
"2",2018-02-21 21:30:00,"Cuiabá - MT","Aparecidense - GO",3,1,2018
"2",2018-02-21 21:45:00,"Ponte Preta - SP","Inter de Limeira - SP",1,0,2018
"2",2018-02-21 21:45:00,"Botafogo - PB","Atlético - MG",0,4,2018
"2",2018-02-22 19:15:00,"Vila Nova - GO","Joinville - SC",2,2,2018
"2",2018-02-22 19:15:00,"Juventude - RS","Avaí - SC",0,2,2018
"2",2018-02-22 21:30:00,"Uberlândia - MG","Coritiba - PR",0,2,2018
"2",2018-02-22 21:30:00,"Sampaio Correa - MA","Paraná - PR",1,0,2018
"3",2018-02-28 19:30:00,"Ponte Preta - SP","Sampaio Correa - MA",0,0,2018
"3",2018-03-15 19:15:00,"Sampaio Correa - MA","Ponte Preta - SP",0,0,2018
"3",2018-02-28 19:30:00,"São Paulo - SP","Crb - AL",2,0,2018
"3",2018-03-14 19:30:00,"Crb - AL","São Paulo - SP",0,3,2018
"3",2018-02-28 19:30:00,"Bragantino - SP","Vitória - BA",1,0,2018
"3",2018-03-15 19:15:00,"Vitória - BA","Bragantino - SP",3,0,2018
"3",2018-02-28 19:30:00,"Náutico - PE","Cuiabá - MT",2,1,2018
"3",2018-03-14 21:45:00,"Cuiabá - MT","Náutico - PE",0,1,2018
"3",2018-02-28 19:30:00,"Goiás - GO","Coritiba - PR",1,0,2018
"3",2018-03-14 19:30:00,"Coritiba - PR","Goiás - GO",1,1,2018
"3",2018-02-28 20:30:00,"Ferroviário - CE","Vila Nova - GO",1,1,2018
"3",2018-03-15 20:30:00,"Vila Nova - GO","Ferroviário - CE",0,1,2018
"3",2018-02-28 21:30:00,"Atlético - PR","Ceará - CE",0,0,2018
"3",2018-03-15 21:30:00,"Ceará - CE","Atlético - PR",1,1,2018
"3",2018-02-28 21:45:00,"Figueirense - SC","Atlético - MG",0,1,2018
"3",2018-03-14 21:45:00,"Atlético - MG","Figueirense - SC",1,2,2018
"3",2018-03-01 19:15:00,"Internacional - RS","Cianorte - PR",2,0,2018
"3",2018-03-14 19:30:00,"Cianorte - PR","Internacional - RS",0,2,2018
"3",2018-03-01 19:15:00,"Fluminense - RJ","Avaí - SC",1,2,2018
"3",2018-03-15 21:30:00,"Avaí - SC","Fluminense - RJ",1,0,2018
"4",2018-04-04 19:30:00,"Atlético - MG","Ferroviário - CE",4,0,2018
"4",2018-04-18 21:45:00,"Ferroviário - CE","Atlético - MG",2,2,2018
"4",2018-04-04 21:45:00,"Atlético - PR","São Paulo - SP",2,1,2018
"4",2018-04-19 19:15:00,"São Paulo - SP","Atlético - PR",2,2,2018
"4",2018-04-11 19:30:00,"Internacional - RS","Vitória - BA",2,1,2018
"4",2018-04-19 19:15:00,"Vitória - BA","Internacional - RS",1,0,2018
"4",2018-04-11 19:30:00,"Avaí - SC","Goiás - GO",2,2,2018
"4",2018-04-18 19:30:00,"Goiás - GO","Avaí - SC",2,0,2018
"4",2018-04-11 21:45:00,"Ponte Preta - SP","Náutico - PE",3,0,2018
"4",2018-04-18 21:45:00,"Náutico - PE","Ponte Preta - SP",1,0,2018
"5",2018-04-25 19:30:00,"Goiás - GO","Grêmio - RS",0,2,2018
"5",2018-05-09 19:30:00,"Grêmio - RS","Goiás - GO",3,1,2018
"5",2018-04-25 19:30:00,"Vitória - BA","Corinthians - SP",0,0,2018
"5",2018-05-10 19:30:00,"Corinthians - SP","Vitória - BA",3,1,2018
"5",2018-05-02 19:30:00,"Atlético - MG","Chapecoense - SC",0,0,2018
"5",2018-05-16 19:30:00,"Chapecoense - SC","Atlético - MG",0,0,2018
"5",2018-05-02 19:30:00,"Ponte Preta - SP","Flamengo - RJ",0,1,2018
"5",2018-05-10 19:30:00,"Flamengo - RJ","Ponte Preta - SP",0,0,2018
"5",2018-05-09 19:30:00,"América - MG","Palmeiras - SP",1,2,2018
"5",2018-05-23 21:45:00,"Palmeiras - SP","América - MG",1,1,2018
"5",2018-05-09 21:45:00,"Bahia - BA","Vasco da Gama - RJ",3,0,2018
"5",2018-07-16 20:00:00,"Vasco da Gama - RJ","Bahia - BA",2,0,2018
"5",2018-05-10 21:45:00,"Santos - SP","Luverdense - MT",5,1,2018
"5",2018-05-17 19:15:00,"Luverdense - MT","Santos - SP",2,1,2018
"5",2018-05-16 21:45:00,"Atlético - PR","Cruzeiro - MG",1,2,2018
"5",2018-07-16 20:00:00,"Cruzeiro - MG","Atlético - PR",1,1,2018
"6",2018-08-01 19:30:00,"Santos - SP","Cruzeiro - MG",0,1,2018
"6",2018-08-15 19:30:00,"Cruzeiro - MG","Santos - SP",1,2,2018
"6",2018-08-01 21:45:00,"Corinthians - SP","Chapecoense - SC",1,0,2018
"6",2018-08-15 21:45:00,"Chapecoense - SC","Corinthians - SP",0,1,2018
"6",2018-08-01 21:45:00,"Grêmio - RS","Flamengo - RJ",1,1,2018
"6",2018-08-15 21:45:00,"Flamengo - RJ","Grêmio - RS",1,0,2018
"6",2018-08-02 19:15:00,"Bahia - BA","Palmeiras - SP",0,0,2018
"6",2018-08-16 19:15:00,"Palmeiras - SP","Bahia - BA",1,0,2018
"7",2018-09-12 21:45:00,"Flamengo - RJ","Corinthians - SP",0,0,2018
"7",2018-09-26 21:45:00,"Corinthians - SP","Flamengo - RJ",2,1,2018
"7",2018-09-12 21:45:00,"Palmeiras - SP","Cruzeiro - MG",0,1,2018
"7",2018-09-26 21:45:00,"Cruzeiro - MG","Palmeiras - SP",1,1,2018
"8",2018-10-10 21:45:00,"Cruzeiro - MG","Corinthians - SP",1,0,2018
"8",2018-10-17 21:45:00,"Corinthians - SP","Cruzeiro - MG",1,2,2018
"1",2019-02-05 21:30:00,"River - PI","Fluminense - RJ",0,5,2019
